timestamp,asset_id,price,size,side,best_bid,best_ask
1771354302301,YES,0.69,2500,BUY,0.74,0.79
1771354302301,NO,0.31,2500,SELL,0.21,0.26
1771354302339,NO,0.2,5,BUY,0.21,0.26
1771354302339,YES,0.8,5,SELL,0.74,0.79
1771354303028,NO,0.16,12.5,BUY,0.21,0.26
1771354303028,YES,0.84,12.5,SELL,0.74,0.79
1771354304082,NO,0.2,105,BUY,0.21,0.26
1771354304082,YES,0.8,105,SELL,0.74,0.79
1771354304082,NO,0.21,3640,BUY,0.21,0.26
1771354304082,YES,0.79,3640,SELL,0.74,0.79
1771354304084,YES,0.73,100,BUY,0.74,0.79
1771354304084,NO,0.27,100,SELL,0.21,0.26
1771354304086,YES,0.72,0,BUY,0.74,0.79
1771354304086,NO,0.28,0,SELL,0.21,0.26
1771354304187,NO,0.18,2500,BUY,0.21,0.26
1771354304187,YES,0.82,2500,SELL,0.74,0.79
1771354304429,YES,0.02,175.29,BUY,0.74,0.79
1771354304429,NO,0.98,175.29,SELL,0.21,0.26
1771354304429,YES,0.1,116,BUY,0.74,0.79
1771354304429,NO,0.9,116,SELL,0.21,0.26
1771354305020,NO,0.21,3740,BUY,0.21,0.26
1771354305020,YES,0.79,3740,SELL,0.74,0.79
1771354305021,YES,0.73,0,BUY,0.74,0.79
1771354305021,NO,0.27,0,SELL,0.21,0.26
1771354305027,NO,0.2,5,BUY,0.21,0.26
1771354305027,YES,0.8,5,SELL,0.74,0.79
1771354305041,YES,0.72,11.71,BUY,0.74,0.79
1771354305041,NO,0.28,11.71,SELL,0.21,0.26
1771354308359,NO,0.21,100,BUY,0.21,0.26
1771354308359,YES,0.79,100,SELL,0.74,0.79
1771354308402,NO,0.22,3640,BUY,0.22,0.26
1771354308402,YES,0.78,3640,SELL,0.74,0.78
1771354309625,NO,0.22,0,BUY,0.21,0.26
1771354309625,YES,0.78,0,SELL,0.74,0.79
1771354309688,NO,0.21,3740,BUY,0.21,0.26
1771354309688,YES,0.79,3740,SELL,0.74,0.79
1771354310396,NO,0.21,100,BUY,0.21,0.26
1771354310396,YES,0.79,100,SELL,0.74,0.79
1771354310443,NO,0.21,3740,BUY,0.21,0.26
1771354310443,YES,0.79,3740,SELL,0.74,0.79
1771354310807,NO,0.21,100,BUY,0.21,0.26
1771354310807,YES,0.79,100,SELL,0.74,0.79
1771354310882,NO,0.21,3740,BUY,0.21,0.26
1771354310882,YES,0.79,3740,SELL,0.74,0.79
1771354311514,NO,0.21,100,BUY,0.21,0.26
1771354311514,YES,0.79,100,SELL,0.74,0.79
1771354311642,NO,0.22,3640,BUY,0.22,0.26
1771354311642,YES,0.78,3640,SELL,0.74,0.78
1771354311721,NO,0.21,0,BUY,0.22,0.26
1771354311721,YES,0.79,0,SELL,0.74,0.78
1771354311721,YES,0.72,0,BUY,0.74,0.78
1771354311721,NO,0.28,0,SELL,0.22,0.26
1771354311722,YES,0.71,100,BUY,0.74,0.78
1771354311722,NO,0.29,100,SELL,0.22,0.26
1771354311724,NO,0.22,3740,BUY,0.22,0.26
1771354311724,YES,0.78,3740,SELL,0.74,0.78
1771354311752,NO,0.22,3640,BUY,0.22,0.26
1771354311752,YES,0.78,3640,SELL,0.74,0.78
1771354311799,YES,0.71,0,BUY,0.74,0.78
1771354311799,NO,0.29,0,SELL,0.22,0.26
1771354311803,YES,0.72,11.71,BUY,0.74,0.78
1771354311803,NO,0.28,11.71,SELL,0.22,0.26
1771354311803,NO,0.21,100,BUY,0.22,0.26
1771354311803,YES,0.79,100,SELL,0.74,0.78
1771354312734,YES,0.72,0,BUY,0.74,0.78
1771354312734,NO,0.28,0,SELL,0.22,0.26
1771354312735,YES,0.71,100,BUY,0.74,0.78
1771354312735,NO,0.29,100,SELL,0.22,0.26
1771354312736,NO,0.22,3740,BUY,0.22,0.26
1771354312736,YES,0.78,3740,SELL,0.74,0.78
1771354312740,NO,0.21,0,BUY,0.22,0.26
1771354312740,YES,0.79,0,SELL,0.74,0.78
1771354312761,NO,0.22,3640,BUY,0.22,0.26
1771354312761,YES,0.78,3640,SELL,0.74,0.78
1771354312821,NO,0.21,100,BUY,0.22,0.26
1771354312821,YES,0.79,100,SELL,0.74,0.78
1771354312825,YES,0.72,11.71,BUY,0.74,0.78
1771354312825,NO,0.28,11.71,SELL,0.22,0.26
1771354312825,YES,0.71,0,BUY,0.74,0.78
1771354312825,NO,0.29,0,SELL,0.22,0.26
1771354317000,NO,0.22,0,BUY,0.21,0.26
1771354317000,YES,0.78,0,SELL,0.74,0.79
1771354317044,NO,0.21,3740,BUY,0.21,0.26
1771354317044,YES,0.79,3740,SELL,0.74,0.79
1771354321530,NO,0.21,3640,BUY,0.21,0.26
1771354321530,YES,0.79,3640,SELL,0.74,0.79
1771354321531,YES,0.72,0,BUY,0.74,0.79
1771354321531,NO,0.28,0,SELL,0.21,0.26
1771354321532,NO,0.2,105,BUY,0.21,0.26
1771354321532,YES,0.8,105,SELL,0.74,0.79
1771354321534,YES,0.73,100,BUY,0.74,0.79
1771354321534,NO,0.27,100,SELL,0.21,0.26
1771354322106,NO,0.21,0,BUY,0.2,0.26
1771354322106,YES,0.79,0,SELL,0.74,0.8
1771354322160,NO,0.2,3745,BUY,0.2,0.26
1771354322160,YES,0.8,3745,SELL,0.74,0.8
1771354327356,YES,0.02,375.29,BUY,0.74,0.8
1771354327356,NO,0.98,375.29,SELL,0.2,0.26
1771354327357,YES,0.1,216,BUY,0.74,0.8
1771354327357,NO,0.9,216,SELL,0.2,0.26
1771354329122,NO,0.18,0,BUY,0.2,0.26
1771354329122,YES,0.82,0,SELL,0.74,0.8
1771354329759,NO,0.16,2512.5,BUY,0.2,0.26
1771354329759,YES,0.84,2512.5,SELL,0.74,0.8
1771354330294,NO,0.2,3645,BUY,0.2,0.26
1771354330294,YES,0.8,3645,SELL,0.74,0.8
1771354330298,YES,0.74,3651.71,BUY,0.74,0.8
1771354330298,NO,0.26,3651.71,SELL,0.2,0.26
1771354330298,NO,0.19,100,BUY,0.2,0.26
1771354330298,YES,0.81,100,SELL,0.74,0.8
1771354330302,YES,0.73,0,BUY,0.74,0.8
1771354330302,NO,0.27,0,SELL,0.2,0.26
1771354330385,YES,0.7,6.29,BUY,0.74,0.8
1771354330385,NO,0.3,6.29,SELL,0.2,0.26
1771354330912,YES,0.69,0,BUY,0.74,0.8
1771354330912,NO,0.31,0,SELL,0.2,0.26
1771354332315,YES,0.71,2500,BUY,0.74,0.8
1771354332315,NO,0.29,2500,SELL,0.2,0.26
1771354333061,YES,0.02,175.29,BUY,0.74,0.8
1771354333061,NO,0.98,175.29,SELL,0.2,0.26
1771354333061,YES,0.1,116,BUY,0.74,0.8
1771354333061,NO,0.9,116,SELL,0.2,0.26
1771354334292,NO,0.19,0,BUY,0.2,0.26
1771354334292,YES,0.81,0,SELL,0.74,0.8
1771354334297,NO,0.2,3745,BUY,0.2,0.26
1771354334297,YES,0.8,3745,SELL,0.74,0.8
1771354334298,YES,0.73,100,BUY,0.74,0.8
1771354334298,NO,0.27,100,SELL,0.2,0.26
1771354334299,YES,0.74,3640,BUY,0.74,0.8
1771354334299,NO,0.26,3640,SELL,0.2,0.26
1771354335403,YES,0.74,3646,BUY,0.74,0.8
1771354335403,NO,0.26,3646,SELL,0.2,0.26
1771354336269,NO,0.2,3645,BUY,0.2,0.26
1771354336269,YES,0.8,3645,SELL,0.74,0.8
1771354336274,NO,0.19,100,BUY,0.2,0.26
1771354336274,YES,0.81,100,SELL,0.74,0.8
1771354336274,YES,0.73,0,BUY,0.74,0.8
1771354336274,NO,0.27,0,SELL,0.2,0.26
1771354336281,YES,0.74,3657.71,BUY,0.74,0.8
1771354336281,NO,0.26,3657.71,SELL,0.2,0.26
1771354337013,NO,0.19,0,BUY,0.2,0.26
1771354337013,YES,0.81,0,SELL,0.74,0.8
1771354337016,NO,0.2,3745,BUY,0.2,0.26
1771354337016,YES,0.8,3745,SELL,0.74,0.8
1771354337018,YES,0.74,3646,BUY,0.74,0.8
1771354337018,NO,0.26,3646,SELL,0.2,0.26
1771354337019,YES,0.73,100,BUY,0.74,0.8
1771354337019,NO,0.27,100,SELL,0.2,0.26
1771354339228,YES,0.1,216,BUY,0.74,0.8
1771354339228,NO,0.9,216,SELL,0.2,0.26
1771354339229,YES,0.02,375.29,BUY,0.74,0.8
1771354339229,NO,0.98,375.29,SELL,0.2,0.26
1771354340144,NO,0.2,3645,BUY,0.2,0.26
1771354340144,YES,0.8,3645,SELL,0.74,0.8
1771354340145,NO,0.19,100,BUY,0.2,0.26
1771354340145,YES,0.81,100,SELL,0.74,0.8
1771354340146,YES,0.73,0,BUY,0.74,0.8
1771354340146,NO,0.27,0,SELL,0.2,0.26
1771354340149,YES,0.74,3657.71,BUY,0.74,0.8
1771354340149,NO,0.26,3657.71,SELL,0.2,0.26
1771354340555,NO,0.2,5,BUY,0.2,0.26
1771354340555,YES,0.8,5,SELL,0.74,0.8
1771354340601,NO,0.19,3740,BUY,0.2,0.26
1771354340601,YES,0.81,3740,SELL,0.74,0.8
1771354343059,YES,0.73,100,BUY,0.74,0.8
1771354343059,NO,0.27,100,SELL,0.2,0.26
1771354343060,NO,0.19,3640,BUY,0.2,0.26
1771354343060,YES,0.81,3640,SELL,0.74,0.8
1771354343061,NO,0.2,105,BUY,0.2,0.26
1771354343061,YES,0.8,105,SELL,0.74,0.8
1771354343062,YES,0.74,3646,BUY,0.74,0.8
1771354343062,NO,0.26,3646,SELL,0.2,0.26
1771354343074,NO,0.19,0,BUY,0.2,0.26
1771354343074,YES,0.81,0,SELL,0.74,0.8
1771354343128,NO,0.2,3745,BUY,0.2,0.26
1771354343128,YES,0.8,3745,SELL,0.74,0.8
1771354350340,NO,0.2,3645,BUY,0.2,0.26
1771354350340,YES,0.8,3645,SELL,0.74,0.8
1771354350342,YES,0.74,3657.71,BUY,0.74,0.8
1771354350342,NO,0.26,3657.71,SELL,0.2,0.26
1771354350343,YES,0.73,0,BUY,0.74,0.8
1771354350343,NO,0.27,0,SELL,0.2,0.26
1771354350344,NO,0.19,100,BUY,0.2,0.26
1771354350344,YES,0.81,100,SELL,0.74,0.8
1771354350372,YES,0.74,3646,BUY,0.74,0.8
1771354350372,NO,0.26,3646,SELL,0.2,0.26
1771354350413,NO,0.19,0,BUY,0.2,0.26
1771354350413,YES,0.81,0,SELL,0.74,0.8
1771354350420,NO,0.2,3745,BUY,0.2,0.26
1771354350420,YES,0.8,3745,SELL,0.74,0.8
1771354350422,YES,0.73,100,BUY,0.74,0.8
1771354350422,NO,0.27,100,SELL,0.2,0.26
1771354352586,NO,0.2,105,BUY,0.2,0.26
1771354352586,YES,0.8,105,SELL,0.74,0.8
1771354352650,NO,0.21,3640,BUY,0.21,0.26
1771354352650,YES,0.79,3640,SELL,0.74,0.79
1771354352971,YES,0.73,0,BUY,0.74,0.79
1771354352971,NO,0.27,0,SELL,0.21,0.26
1771354352972,NO,0.2,5,BUY,0.21,0.26
1771354352972,YES,0.8,5,SELL,0.74,0.79
1771354352972,YES,0.74,3657.71,BUY,0.74,0.79
1771354352972,NO,0.26,3657.71,SELL,0.21,0.26
1771354352974,NO,0.19,100,BUY,0.21,0.26
1771354352974,YES,0.81,100,SELL,0.74,0.79
1771354353000,NO,0.21,0,BUY,0.2,0.26
1771354353000,YES,0.79,0,SELL,0.74,0.8
1771354353106,NO,0.19,3740,BUY,0.2,0.26
1771354353106,YES,0.81,3740,SELL,0.74,0.8
1771354353154,NO,0.19,3640,BUY,0.2,0.26
1771354353154,YES,0.81,3640,SELL,0.74,0.8
1771354353158,NO,0.18,100,BUY,0.2,0.26
1771354353158,YES,0.82,100,SELL,0.74,0.8
1771354353159,YES,0.74,3646,BUY,0.74,0.8
1771354353159,NO,0.26,3646,SELL,0.2,0.26
1771354353160,YES,0.75,100,BUY,0.75,0.8
1771354353160,NO,0.25,100,SELL,0.2,0.25
1771354353212,YES,0.74,6,BUY,0.75,0.8
1771354353212,NO,0.26,6,SELL,0.2,0.25
1771354353435,YES,0.76,3640,BUY,0.76,0.8
1771354353435,NO,0.24,3640,SELL,0.2,0.24
1771354354813,YES,0.74,17.71,BUY,0.76,0.8
1771354354813,NO,0.26,17.71,SELL,0.2,0.24
1771354354814,NO,0.19,3740,BUY,0.2,0.24
1771354354814,YES,0.81,3740,SELL,0.76,0.8
1771354354815,YES,0.75,0,BUY,0.76,0.8
1771354354815,NO,0.25,0,SELL,0.2,0.24
1771354354815,NO,0.18,0,BUY,0.2,0.24
1771354354815,YES,0.82,0,SELL,0.76,0.8
1771354356934,YES,0.1,116,BUY,0.76,0.8
1771354356934,NO,0.9,116,SELL,0.2,0.24
1771354356934,YES,0.02,175.29,BUY,0.76,0.8
1771354356934,NO,0.98,175.29,SELL,0.2,0.24
1771354359707,YES,0.74,6,BUY,0.76,0.8
1771354359707,NO,0.26,6,SELL,0.2,0.24
1771354359708,YES,0.75,100,BUY,0.76,0.8
1771354359708,NO,0.25,100,SELL,0.2,0.24
1771354359709,NO,0.18,100,BUY,0.2,0.24
1771354359709,YES,0.82,100,SELL,0.76,0.8
1771354359710,NO,0.19,3640,BUY,0.2,0.24
1771354359710,YES,0.81,3640,SELL,0.76,0.8
1771354359827,NO,0.19,0,BUY,0.2,0.24
1771354359827,YES,0.81,0,SELL,0.76,0.8
1771354359876,NO,0.18,3740,BUY,0.2,0.24
1771354359876,YES,0.82,3740,SELL,0.76,0.8
1771354360305,NO,0.18,3640,BUY,0.2,0.24
1771354360305,YES,0.82,3640,SELL,0.76,0.8
1771354360308,YES,0.76,3651.71,BUY,0.76,0.8
1771354360308,NO,0.24,3651.71,SELL,0.2,0.24
1771354360317,YES,0.75,0,BUY,0.76,0.8
1771354360317,NO,0.25,0,SELL,0.2,0.24
1771354360321,NO,0.17,100,BUY,0.2,0.24
1771354360321,YES,0.83,100,SELL,0.76,0.8
1771354360409,YES,0.76,3640,BUY,0.76,0.8
1771354360409,NO,0.24,3640,SELL,0.2,0.24
1771354360412,YES,0.75,100,BUY,0.76,0.8
1771354360412,NO,0.25,100,SELL,0.2,0.24
1771354360413,NO,0.18,3740,BUY,0.2,0.24
1771354360413,YES,0.82,3740,SELL,0.76,0.8
1771354360415,NO,0.17,0,BUY,0.2,0.24
1771354360415,YES,0.83,0,SELL,0.76,0.8
1771354360500,YES,0.75,0,BUY,0.76,0.8
1771354360500,NO,0.25,0,SELL,0.2,0.24
1771354360500,NO,0.18,3640,BUY,0.2,0.24
1771354360500,YES,0.82,3640,SELL,0.76,0.8
1771354360501,YES,0.76,3651.71,BUY,0.76,0.8
1771354360501,NO,0.24,3651.71,SELL,0.2,0.24
1771354360505,NO,0.17,100,BUY,0.2,0.24
1771354360505,YES,0.83,100,SELL,0.76,0.8
1771354360887,NO,0.17,0,BUY,0.2,0.24
1771354360887,YES,0.83,0,SELL,0.76,0.8
1771354360891,YES,0.76,3640,BUY,0.76,0.8
1771354360891,NO,0.24,3640,SELL,0.2,0.24
1771354360894,YES,0.75,100,BUY,0.76,0.8
1771354360894,NO,0.25,100,SELL,0.2,0.24
1771354360896,NO,0.18,3740,BUY,0.2,0.24
1771354360896,YES,0.82,3740,SELL,0.76,0.8
1771354361697,NO,0.18,3640,BUY,0.2,0.24
1771354361697,YES,0.82,3640,SELL,0.76,0.8
1771354361698,YES,0.75,0,BUY,0.76,0.8
1771354361698,NO,0.25,0,SELL,0.2,0.24
1771354361699,NO,0.17,100,BUY,0.2,0.24
1771354361699,YES,0.83,100,SELL,0.76,0.8
1771354361700,YES,0.76,3651.71,BUY,0.76,0.8
1771354361700,NO,0.24,3651.71,SELL,0.2,0.24
1771354363165,NO,0.16,12.5,BUY,0.2,0.24
1771354363165,YES,0.84,12.5,SELL,0.76,0.8
1771354363480,NO,0.18,0,BUY,0.2,0.24
1771354363480,YES,0.82,0,SELL,0.76,0.8
1771354363484,NO,0.17,0,BUY,0.2,0.24
1771354363484,YES,0.83,0,SELL,0.76,0.8
1771354363486,YES,0.76,3640,BUY,0.76,0.8
1771354363486,NO,0.24,3640,SELL,0.2,0.24
1771354363486,YES,0.77,100,BUY,0.77,0.8
1771354363486,NO,0.23,100,SELL,0.2,0.23
1771354363491,NO,0.16,112.5,BUY,0.2,0.23
1771354363491,YES,0.84,112.5,SELL,0.77,0.8
1771354363566,NO,0.16,12.5,BUY,0.2,0.23
1771354363566,YES,0.84,12.5,SELL,0.77,0.8
1771354363567,YES,0.77,0,BUY,0.76,0.8
1771354363567,NO,0.23,0,SELL,0.2,0.24
1771354363574,NO,0.17,100,BUY,0.2,0.24
1771354363574,YES,0.83,100,SELL,0.76,0.8
1771354363577,YES,0.76,3651.71,BUY,0.76,0.8
1771354363577,NO,0.24,3651.71,SELL,0.2,0.24
1771354363585,YES,0.76,11.71,BUY,0.76,0.8
1771354363585,NO,0.24,11.71,SELL,0.2,0.24
1771354363589,NO,0.17,3740,BUY,0.2,0.24
1771354363589,YES,0.83,3740,SELL,0.76,0.8
1771354363599,NO,0.17,3640,BUY,0.2,0.24
1771354363599,YES,0.83,3640,SELL,0.76,0.8
1771354363640,NO,0.16,112.5,BUY,0.2,0.24
1771354363640,YES,0.84,112.5,SELL,0.76,0.8
1771354363642,YES,0.76,0,BUY,0.74,0.8
1771354363642,NO,0.24,0,SELL,0.2,0.26
1771354363644,YES,0.77,100,BUY,0.77,0.8
1771354363644,NO,0.23,100,SELL,0.2,0.23
1771354363693,YES,0.78,3640,BUY,0.78,0.8
1771354363693,NO,0.22,3640,SELL,0.2,0.22
1771354364234,NO,0.14,2500,BUY,0.2,0.22
1771354364234,YES,0.86,2500,SELL,0.78,0.8
1771354364608,YES,0.71,0,BUY,0.78,0.8
1771354364608,NO,0.29,0,SELL,0.2,0.22
1771354365865,YES,0.73,2500,BUY,0.78,0.8
1771354365865,NO,0.27,2500,SELL,0.2,0.22
1771354367498,YES,0.7,0,BUY,0.78,0.8
1771354367498,NO,0.3,0,SELL,0.2,0.22
1771354367508,NO,0.43,0,SELL,0.2,0.22
1771354367508,YES,0.57,0,BUY,0.78,0.8
1771354368746,YES,0.1,216,BUY,0.78,0.8
1771354368746,NO,0.9,216,SELL,0.2,0.22
1771354368747,YES,0.02,375.29,BUY,0.78,0.8
1771354368747,NO,0.98,375.29,SELL,0.2,0.22
1771354373523,NO,0.25,15.4,SELL,0.2,0.22
1771354373523,YES,0.75,15.4,BUY,0.78,0.8
1771354375582,YES,0.78,3638.65,BUY,0.78,0.8
1771354375582,NO,0.22,3638.65,SELL,0.2,0.22
1771354379175,NO,0.17,3638.58,BUY,0.17,0.22
1771354379175,YES,0.83,3638.58,SELL,0.78,0.83
1771354379175,NO,0.2,0,BUY,0.17,0.22
1771354379175,YES,0.8,0,SELL,0.78,0.83
1771354380036,NO,0.16,12.5,BUY,0.17,0.22
1771354380036,YES,0.84,12.5,SELL,0.78,0.83
1771354380039,YES,0.77,0,BUY,0.78,0.83
1771354380039,NO,0.23,0,SELL,0.17,0.22
1771354380042,NO,0.17,3738.58,BUY,0.17,0.22
1771354380042,YES,0.83,3738.58,SELL,0.78,0.83
1771354380047,YES,0.76,11.71,BUY,0.78,0.83
1771354380047,NO,0.24,11.71,SELL,0.17,0.22
1771354380536,NO,0.17,100,BUY,0.17,0.22
1771354380536,YES,0.83,100,SELL,0.78,0.83
1771354380776,NO,0.18,3640,BUY,0.18,0.22
1771354380776,YES,0.82,3640,SELL,0.78,0.82
1771354382755,YES,0.76,0,BUY,0.78,0.82
1771354382755,NO,0.24,0,SELL,0.18,0.22
1771354382755,NO,0.17,0,BUY,0.18,0.22
1771354382755,YES,0.83,0,SELL,0.78,0.82
1771354382756,YES,0.75,115.4,BUY,0.78,0.82
1771354382756,NO,0.25,115.4,SELL,0.18,0.22
1771354382759,NO,0.18,3740,BUY,0.18,0.22
1771354382759,YES,0.82,3740,SELL,0.78,0.82
1771354385856,YES,0.75,15.4,BUY,0.78,0.82
1771354385856,NO,0.25,15.4,SELL,0.18,0.22
1771354385858,NO,0.18,3640,BUY,0.18,0.22
1771354385858,YES,0.82,3640,SELL,0.78,0.82
1771354385860,NO,0.17,100,BUY,0.18,0.22
1771354385860,YES,0.83,100,SELL,0.78,0.82
1771354385862,YES,0.76,11.71,BUY,0.78,0.82
1771354385862,NO,0.24,11.71,SELL,0.18,0.22
1771354385905,YES,0.76,0,BUY,0.78,0.82
1771354385905,NO,0.24,0,SELL,0.18,0.22
1771354385931,NO,0.17,0,BUY,0.18,0.22
1771354385931,YES,0.83,0,SELL,0.78,0.82
1771354385933,YES,0.75,115.4,BUY,0.78,0.82
1771354385933,NO,0.25,115.4,SELL,0.18,0.22
1771354385933,YES,0.78,0,BUY,0.75,0.82
1771354385933,NO,0.22,0,SELL,0.18,0.25
1771354385936,NO,0.18,3740,BUY,0.18,0.25
1771354385936,YES,0.82,3740,SELL,0.75,0.82
1771354385961,YES,0.84,374.5,SELL,0.75,0.82
1771354385961,NO,0.16,374.5,BUY,0.18,0.25
1771354385975,YES,0.77,3640,BUY,0.77,0.82
1771354385975,NO,0.23,3640,SELL,0.18,0.23
1771354387229,YES,0.84,12.5,SELL,0.77,0.82
1771354387229,NO,0.16,12.5,BUY,0.18,0.23
1771354387539,NO,0.03,33,BUY,0.18,0.23
1771354387539,YES,0.97,33,SELL,0.77,0.82
1771354387539,NO,0.06,60,BUY,0.18,0.23
1771354387539,YES,0.94,60,SELL,0.77,0.82
1771354387999,NO,0.18,100,BUY,0.18,0.23
1771354387999,YES,0.82,100,SELL,0.77,0.82
1771354388046,NO,0.19,3640,BUY,0.19,0.23
1771354388046,YES,0.81,3640,SELL,0.77,0.81
1771354388074,NO,0.04,5.52,BUY,0.19,0.23
1771354388074,YES,0.96,5.52,SELL,0.77,0.81
1771354388076,NO,0.02,487.92,BUY,0.19,0.23
1771354388076,YES,0.98,487.92,SELL,0.77,0.81
1771354388077,NO,0.06,66.44,BUY,0.19,0.23
1771354388077,YES,0.94,66.44,SELL,0.77,0.81
1771354388541,NO,0.18,0,BUY,0.19,0.23
1771354388541,YES,0.82,0,SELL,0.77,0.81
1771354388574,YES,0.75,15.4,BUY,0.77,0.81
1771354388574,NO,0.25,15.4,SELL,0.19,0.23
1771354388593,YES,0.74,17.71,BUY,0.77,0.81
1771354388593,NO,0.26,17.71,SELL,0.19,0.23
1771354388619,NO,0.19,3740,BUY,0.19,0.23
1771354388619,YES,0.81,3740,SELL,0.77,0.81
1771354388624,YES,0.03,33,BUY,0.77,0.81
1771354388624,NO,0.97,33,SELL,0.19,0.23
1771354388624,YES,0.06,60,BUY,0.77,0.81
1771354388624,NO,0.94,60,SELL,0.19,0.23
1771354388630,YES,0.77,0,BUY,0.75,0.81
1771354388630,NO,0.23,0,SELL,0.19,0.25
1771354388665,YES,0.86,2851,SELL,0.75,0.81
1771354388665,NO,0.14,2851,BUY,0.19,0.25
1771354388875,YES,0.73,0,BUY,0.75,0.81
1771354388875,NO,0.27,0,SELL,0.19,0.25
1771354388927,YES,0.75,3655.4,BUY,0.75,0.81
1771354388927,NO,0.25,3655.4,SELL,0.19,0.25
1771354389553,YES,0.71,2500,BUY,0.75,0.81
1771354389553,NO,0.29,2500,SELL,0.19,0.25
